"phi_0","gradPhi_0","gradPhi_1","Points:0","Points:1","Points:2"
-2.3619,1.1404,0.26647,-1.4828,1.3236,0
-2.3421,1.1444,0.27697,-1.4611,1.3054,0
-0.7592,1.7801,0.20804,-0.40719,1.5119,0
-0.72802,1.793,0.20544,-0.38891,1.5048,0
-0.68642,1.7964,0.18615,-0.36805,1.5259,0
-0.67673,1.7874,0.17083,-0.36546,1.5542,0
-0.71617,1.7664,0.16583,-0.39017,1.5808,0
-0.76452,1.7531,0.17484,-0.41748,1.5791,0
-0.76253,1.7616,0.18559,-0.41405,1.5567,0
-0.76075,1.7706,0.19665,-0.41062,1.5343,0
-0.72373,1.7836,0.19168,-0.38933,1.5301,0
-0.71979,1.7747,0.17849,-0.38975,1.5555,0
-2.7479,0.98512,0.30335,-1.7023,0.81432,0
-2.7549,0.97775,0.3024,-1.6998,0.7832,0
-2.7238,0.97569,0.31036,-1.6678,0.78266,0
-2.7176,0.98415,0.3108,-1.6716,0.81458,0
-0.75042,1.8122,0.24121,-0.39435,1.4482,0
-0.72324,1.8092,0.22124,-0.38249,1.4729,0
-0.75462,1.794,0.22242,-0.4012,1.4834,0
-0.7857,1.779,0.22301,-0.4199,1.4939,0
-0.81245,1.7775,0.2385,-0.43261,1.4759,0
-0.78159,1.7946,0.24018,-0.41348,1.4621,0
-2.7344,0.92056,0.3005,-1.6246,0.61475,0
-2.7427,0.91003,0.2935,-1.6233,0.58288,0
-2.7292,0.89212,0.29316,-1.5975,0.54975,0
-2.7079,0.88465,0.30153,-1.5731,0.54848,0
-2.6764,0.90186,0.32207,-1.5574,0.60422,0
-2.7052,0.91139,0.31068,-1.591,0.60948,0
-2.7174,0.90164,0.30241,-1.5943,0.57962,0
-2.6923,0.89294,0.3122,-1.5653,0.57635,0
-2.7567,0.88836,0.27694,-1.6186,0.51907,0
-2.7625,0.8772,0.26733,-1.6153,0.48713,0
-2.703,0.85435,0.29228,-1.5478,0.49066,0
-2.7054,0.86982,0.29737,-1.5605,0.51957,0
-2.7309,0.87919,0.2867,-1.5896,0.51932,0
-2.7326,0.86582,0.27915,-1.5816,0.4889,0
-2.8465,0.90937,0.24233,-1.7095,0.48776,0
-2.842,0.91822,0.25193,-1.7137,0.52124,0
-2.867,0.93607,0.25423,-1.7504,0.55695,0
-2.8969,0.94495,0.24887,-1.7828,0.55916,0
-2.9093,0.92976,0.22708,-1.776,0.48067,0
-2.8777,0.91956,0.23422,-1.7428,0.48421,0
-2.8725,0.92784,0.2448,-1.7466,0.52058,0
-2.9033,0.93738,0.23862,-1.7794,0.51991,0
-2.5015,1.0832,0.29482,-1.5689,1.1682,0
-2.4783,1.091,0.29442,-1.552,1.1844,0
-2.5445,1.0767,0.27979,-1.615,1.1917,0
-2.523,1.08,0.28711,-1.592,1.18,0
-2.4999,1.0882,0.2849,-1.5763,1.2014,0
-2.5215,1.0853,0.27581,-1.6006,1.2185,0
-2.7792,0.90885,0.27615,-1.6539,0.55225,0
-2.8081,0.918,0.26784,-1.6859,0.55349,0
-2.7901,0.88814,0.25804,-1.6467,0.48734,0
-2.7848,0.89853,0.26763,-1.6503,0.5198,0
-2.8133,0.90847,0.25931,-1.682,0.52052,0
-2.8181,0.89886,0.24973,-1.6781,0.48755,0
-2.3688,1.146,0.23341,-1.507,1.4068,0
-2.4036,1.1338,0.23633,-1.5335,1.387,0
-2.3927,1.1352,0.24626,-1.519,1.3644,0
-2.3624,1.1459,0.2439,-1.4963,1.3818,0
-2.8239,0.9435,0.27545,-1.7231,0.62263,0
-2.8307,0.93528,0.2685,-1.7205,0.58868,0
-2.764,0.92838,0.29111,-1.6574,0.61737,0
-2.7938,0.93604,0.28278,-1.6903,0.62,0
-2.8011,0.92705,0.27583,-1.6881,0.58675,0
-2.7717,0.91865,0.28416,-1.6557,0.58481,0
-2.174,0.89285,0.77804,-1.0124,0.65602,0
-2.1683,0.92604,0.74745,-1.0296,0.68409,0
-2.203,0.92207,0.69507,-1.071,0.68903,0
-2.2406,0.89103,0.67042,-1.0951,0.66591,0
-2.2489,0.81991,0.72209,-1.0573,0.60754,0
-2.2122,0.85483,0.75123,-1.0349,0.63178,0
-2.2069,0.89028,0.7228,-1.0529,0.6604,0
-2.244,0.85736,0.69602,-1.0762,0.63672,0
-1.995,1.1956,0.5831,-1.0509,0.97605,0
-1.9497,1.2283,0.58168,-1.0264,1.0029,0
-1.9689,1.236,0.51786,-1.0696,1.065,0
-2.0155,1.2038,0.52541,-1.0932,1.0306,0
-2.0048,1.2001,0.55343,-1.072,1.0034,0
-1.9588,1.2327,0.54879,-1.048,1.0339,0
-3.0062,0.98097,0.24614,-1.9097,0.61204,0
-2.9983,0.98353,0.25294,-1.9104,0.6467,0
-3.0178,0.99098,0.25807,-1.9408,0.68758,0
-3.0456,0.99563,0.25798,-1.9704,0.69379,0
-3.0341,0.98766,0.24588,-1.9398,0.61914,0
-3.026,0.98932,0.25243,-1.9403,0.65336,0
-3.054,0.99482,0.25257,-1.9701,0.66001,0
-3.0622,0.99399,0.24627,-1.9699,0.62624,0
-2.4696,1.0892,0.30387,-1.5375,1.1605,0
-2.4983,1.0797,0.3034,-1.5588,1.1421,0
-2.4955,1.0757,0.3119,-1.5486,1.1159,0
-2.4612,1.087,0.31343,-1.523,1.1367,0
-1.8457,1.3441,0.16454,-1.1286,1.6664,0
-1.8558,1.3398,0.18219,-1.1316,1.6313,0
-1.8193,1.3533,0.2081,-1.0981,1.5871,0
-1.7716,1.3721,0.21629,-1.0617,1.578,0
-1.7519,1.3795,0.14934,-1.064,1.7038,0
-1.7943,1.3636,0.14822,-1.0948,1.7026,0
-1.8019,1.3606,0.16798,-1.0959,1.6641,0
-1.8102,1.3572,0.18794,-1.097,1.6256,0
-1.7641,1.3751,0.19364,-1.0625,1.6199,0
-1.7576,1.3776,0.17131,-1.0633,1.6618,0
-2.4044,1.1475,0.091633,-1.5888,1.7663,0
-2.4072,1.1468,0.080701,-1.5933,1.7941,0
-2.4851,1.1204,0.094974,-1.6586,1.75,0
-2.445,1.1338,0.093305,-1.6237,1.7581,0
-2.4469,1.1334,0.081401,-1.6278,1.7891,0
-2.4862,1.1202,0.082124,-1.6623,1.7841,0
-1.89,1.3172,0.32272,-1.1087,1.3738,0
-1.8912,1.3179,0.31097,-1.1142,1.393,0
-1.916,1.3089,0.29465,-1.1381,1.4148,0
-1.9392,1.2997,0.28991,-1.1565,1.4175,0
-1.9207,1.3041,0.3192,-1.1316,1.3717,0
-1.9182,1.3067,0.30685,-1.1349,1.3933,0
-1.945,1.2957,0.3027,-1.1555,1.3935,0
-1.9511,1.2914,0.31555,-1.1545,1.3696,0
-2.6592,1.0377,0.29173,-1.6878,1.0597,0
-2.6771,1.0312,0.29375,-1.6972,1.032,0
-2.6706,1.0252,0.30204,-1.6791,0.99146,0
-2.6463,1.0252,0.30947,-1.6516,0.97861,0
-2.5923,1.0357,0.31834,-1.6056,0.99943,0
-2.5624,1.0471,0.31819,-1.5871,1.0331,0
-2.5947,1.0441,0.30851,-1.6206,1.042,0
-2.627,1.0409,0.2997,-1.6542,1.0509,0
-2.6488,1.0329,0.30122,-1.6666,1.0212,0
-2.6205,1.0344,0.3094,-1.6361,1.0103,0
-1.8499,1.3377,0.2846,-1.0951,1.4465,0
-1.8713,1.3282,0.29212,-1.1074,1.4294,0
-1.8598,1.331,0.31793,-1.0895,1.389,0
-1.8293,1.3447,0.31274,-1.0704,1.4041,0
-1.8395,1.3413,0.29849,-1.0828,1.4253,0
-1.8654,1.3296,0.30488,-1.0985,1.4092,0
-1.6183,1.4264,0.031402,-0.98395,1.9379,0
-1.5736,1.4422,0.031449,-0.95279,1.9381,0
-1.5588,1.4473,0.015733,-0.94306,1.9691,0
-1.6052,1.4309,0.01571,-0.97531,1.969,0
-2.8108,1.0171,0.27343,-1.8302,1.0408,0
-2.8412,1.0144,0.2693,-1.8628,1.051,0
-2.8072,1.0114,0.28179,-1.8084,0.97414,0
-2.7938,1.0153,0.28029,-1.8029,1.0024,0
-2.8237,1.0136,0.27578,-1.8351,1.0119,0
-2.8537,1.0116,0.27194,-1.8672,1.0213,0
-2.8661,1.0088,0.27401,-1.8715,0.99163,0
-2.8367,1.0102,0.27757,-1.84,0.98289,0
-2.5823,1.0143,0.33866,-1.5674,0.91107,0
-2.602,1.0202,0.32781,-1.5957,0.93842,0
-2.6416,1.0191,0.31576,-1.6375,0.94786,0
-2.6609,1.0136,0.31375,-1.651,0.92996,0
-2.6484,1.0027,0.32338,-1.6239,0.88308,0
-2.6155,1.0081,0.33091,-1.5956,0.89708,0
-2.6284,1.0141,0.32324,-1.6166,0.92247,0
-2.6546,1.0085,0.31863,-1.6375,0.90652,0
-1.8581,1.3355,0.26643,-1.1074,1.4763,0
-1.8874,1.3241,0.2562,-1.1319,1.4889,0
-1.9315,1.3059,0.25931,-1.1626,1.4744,0
-1.9467,1.2985,0.27232,-1.1688,1.4473,0
-1.9217,1.3081,0.27883,-1.1483,1.4413,0
-1.8966,1.318,0.28543,-1.1279,1.4353,0
-1.8773,1.3268,0.27601,-1.1176,1.4558,0
-1.9045,1.3162,0.26758,-1.1401,1.4651,0
-1.9478,1.22,0.6113,-1.0108,0.97393,0
-1.9926,1.1861,0.61168,-1.0347,0.94783,0
-1.9912,1.1753,0.64173,-1.0186,0.9196,0
-1.947,1.2104,0.64245,-0.99514,0.94501,0
-1.9534,1.2989,0.23882,-1.1859,1.5081,0
-1.9898,1.2853,0.23156,-1.2153,1.5147,0
-2.0191,1.2709,0.25783,-1.2271,1.4571,0
-1.9831,1.2845,0.26502,-1.198,1.4522,0
-1.9681,1.2919,0.25198,-1.1919,1.4801,0
-2.0043,1.2783,0.24476,-1.2212,1.4859,0
-1.8994,1.3209,0.23086,-1.1492,1.5331,0
-1.8827,1.3283,0.21543,-1.1418,1.5646,0
-1.9062,1.3201,0.19412,-1.1653,1.6018,0
-1.9455,1.3054,0.18835,-1.1961,1.6074,0
-1.9747,1.2924,0.21725,-1.2089,1.5456,0
-1.9372,1.3064,0.22401,-1.179,1.5393,0
-1.9215,1.3135,0.20911,-1.1722,1.5705,0
-1.9599,1.2991,0.20285,-1.2025,1.5765,0
-2.5393,1.045,0.33033,-1.5572,1.008,0
-2.5708,1.0323,0.32962,-1.5765,0.97322,0
-2.5496,1.0278,0.3416,-1.5474,0.94701,0
-2.5166,1.0419,0.34326,-1.5274,0.98294,0
-1.97,1.097,0.89892,-0.88938,0.75366,0
-2.0147,1.0459,0.88876,-0.91045,0.72894,0
-1.982,1.0504,0.99138,-0.8566,0.7037,0
-1.9752,1.0752,0.94375,-0.87299,0.72868,0
-2.0205,1.0203,0.93192,-0.89383,0.70368,0
-2.0279,0.99144,0.97759,-0.87721,0.67842,0
-2.5735,0.72533,0.35535,-1.3526,0.41082,0
-2.5559,0.70127,0.36937,-1.3229,0.40081,0
-2.5222,0.68938,0.4083,-1.2833,0.41686,0
-2.5043,0.70483,0.43112,-1.2734,0.44292,0
-2.502,0.74517,0.43419,-1.2928,0.48087,0
-2.519,0.76698,0.41695,-1.322,0.49275,0
-2.5561,0.73783,0.37687,-1.3424,0.43813,0
-2.5387,0.71448,0.39199,-1.3128,0.42749,0
-2.5207,0.72913,0.41363,-1.3028,0.45418,0
-2.5379,0.75176,0.39744,-1.3322,0.46544,0
-2.9822,0.9884,0.26351,-1.9119,0.71438,0
-2.9741,0.99071,0.26737,-1.9126,0.74738,0
-2.9929,0.99558,0.26933,-1.9422,0.78692,0
-3.02,0.99793,0.26887,-1.9711,0.79346,0
-3.0286,0.99718,0.26608,-1.9709,0.76024,0
-3.0372,0.99642,0.26246,-1.9706,0.72702,0
-3.0096,0.99255,0.26266,-1.9412,0.7207,0
-3.0013,0.99408,0.26641,-1.9417,0.75381,0
-1.8938,1.3276,0.061451,-1.1818,1.8712,0
-1.8985,1.3257,0.076924,-1.1837,1.8388,0
-1.8562,1.3411,0.078075,-1.1519,1.8385,0
-1.8509,1.3431,0.062309,-1.1496,1.8711,0
-1.896,1.3247,0.17733,-1.1624,1.6358,0
-1.8864,1.3288,0.16059,-1.1595,1.6698,0
-1.9267,1.3138,0.15661,-1.1904,1.6733,0
-1.9358,1.3098,0.17247,-1.1932,1.6403,0
-1.8001,1.3605,0.23328,-1.0769,1.5441,0
-1.8416,1.3441,0.22429,-1.1094,1.5544,0
-1.8643,1.3343,0.24033,-1.1207,1.5216,0
-1.8289,1.3483,0.24999,-1.0922,1.5102,0
-2.7102,1.0192,0.29636,-1.7139,0.97815,0
-2.7254,1.0137,0.297,-1.7212,0.95198,0
-2.6644,1.0194,0.30876,-1.663,0.95796,0
-2.6872,1.0194,0.30231,-1.6885,0.96805,0
-2.7038,1.0138,0.30214,-1.6978,0.94464,0
-2.6824,1.0138,0.30773,-1.6744,0.9373,0
-2.6921,0.6346,0.025316,-1.4173,0.02778,0
-2.7022,0.65198,0.048922,-1.4347,0.05556,0
-2.7549,0.7151,0.043776,-1.5117,0.056894,0
-2.7517,0.70902,0.022155,-1.5058,0.028447,0
-2.7112,0.66071,0.024156,-1.4468,0.028002,0
-2.7192,0.67397,0.047056,-1.4603,0.056004,0
-2.7368,0.69499,0.045351,-1.486,0.056449,0
-2.7311,0.6855,0.023113,-1.4763,0.028225,0
-2.1717,1.2291,0.012854,-1.4021,1.9702,0
-2.1749,1.2279,0.025675,-1.4043,1.9403,0
-2.1386,1.2405,0.039609,-1.3741,1.9093,0
-2.0983,1.2547,0.040773,-1.3417,1.9081,0
-2.0896,1.2579,0.013626,-1.3361,1.9694,0
-2.1309,1.2434,0.013238,-1.3691,1.9698,0
-2.1346,1.242,0.026441,-1.3716,1.9395,0
-2.0938,1.2564,0.027218,-1.3389,1.9387,0
-2.6125,1.0743,0.21763,-1.7198,1.3725,0
-2.6402,1.0673,0.21213,-1.7478,1.3829,0
-2.6939,1.0511,0.23212,-1.7804,1.2964,0
-2.6634,1.0579,0.23696,-1.7497,1.2887,0
-2.6463,1.0633,0.23088,-1.7397,1.3166,0
-2.6293,1.0687,0.22443,-1.7298,1.3446,0
-2.658,1.0618,0.21916,-1.7587,1.3541,0
-2.6759,1.0564,0.22583,-1.7695,1.3252,0
-1.0862,1.648,0.22295,-0.60484,1.5655,0
-1.0482,1.6574,0.20751,-0.58451,1.586,0
-1.0343,1.6548,0.1867,-0.58024,1.6204,0
-1.0582,1.6437,0.18088,-0.5963,1.6344,0
-1.1146,1.6232,0.18246,-0.63127,1.6388,0
-1.147,1.6133,0.18998,-0.65017,1.6292,0
-1.1608,1.6141,0.21094,-0.65444,1.5947,0
-1.1424,1.6257,0.22467,-0.63981,1.5699,0
-1.1064,1.6359,0.21194,-0.61995,1.5867,0
-1.0704,1.6456,0.19926,-0.60009,1.6036,0
-1.0925,1.6342,0.19092,-0.61568,1.6212,0
-1.1266,1.6243,0.20094,-0.63506,1.608,0
-1.2316,1.5756,0.16529,-0.70892,1.6798,0
-1.2053,1.5889,0.18127,-0.689,1.6497,0
-1.0718,1.6326,0.16185,-0.60841,1.6711,0
-1.0618,1.6323,0.14912,-0.60445,1.6937,0
-1.1757,1.5949,0.16044,-0.6741,1.6845,0
-1.1611,1.6038,0.17509,-0.66213,1.6568,0
-1.1166,1.6184,0.16861,-0.63527,1.664,0
-1.1191,1.6138,0.15504,-0.63928,1.6891,0
-0.28051,1.9369,0.1037,-0.14379,1.4396,0
-0.3245,1.9157,0.11325,-0.16783,1.4609,0
-0.42139,1.8899,0.14007,-0.21959,1.4735,0
-0.47498,1.8833,0.15936,-0.24731,1.4649,0
-0.49559,1.9044,0.1828,-0.25445,1.4234,0
-0.46213,1.9362,0.18545,-0.23387,1.3906,0
-0.3406,1.9387,0.12976,-0.17382,1.4232,0
-0.38134,1.9137,0.13585,-0.1967,1.4484,0
-0.43839,1.91,0.15908,-0.22558,1.4359,0
-0.40116,1.9385,0.15703,-0.20384,1.4069,0
-0.85452,1.6926,0.12391,-0.48122,1.7109,0
-0.83876,1.69,0.10547,-0.47444,1.7484,0
-0.88338,1.6713,0.088839,-0.50358,1.7931,0
-0.94245,1.654,0.089077,-0.5395,1.8004,0
-0.99253,1.6532,0.13998,-0.563,1.702,0
-0.93216,1.6744,0.14221,-0.52549,1.6877,0
-0.91526,1.673,0.12364,-0.51819,1.7228,0
-0.89901,1.6719,0.10587,-0.51089,1.758,0
-0.9586,1.6535,0.10542,-0.54733,1.7676,0
-0.97528,1.6532,0.12237,-0.55517,1.7348,0
-1.4479,1.6132,0.80591,-0.65912,0.98881,0
-1.4783,1.5851,0.80284,-0.67689,0.98643,0
-1.5043,1.5864,0.92789,-0.655,0.91607,0
-1.4597,1.617,0.867,-0.64818,0.95363,0
-1.4886,1.5859,0.85179,-0.66825,0.95739,0
-1.5169,1.5563,0.83613,-0.68831,0.96115,0
-1.5561,1.5247,0.86859,-0.69974,0.93588,0
-1.5304,1.5544,0.89787,-0.67737,0.92597,0
-2.9554,0.90278,0.14051,-1.7831,0.26832,0
-2.9349,0.88918,0.13661,-1.7581,0.25432,0
-2.8984,0.86814,0.14119,-1.7163,0.25266,0
-2.882,0.86144,0.14996,-1.6995,0.26501,0
-2.934,0.89502,0.15128,-1.7622,0.28602,0
-2.9161,0.88186,0.14632,-1.7393,0.26934,0
-2.8972,0.87482,0.15634,-1.7204,0.28437,0
-2.9126,0.88768,0.16242,-1.7413,0.30372,0
-3.0463,0.97022,0.19877,-1.9115,0.44091,0
-3.0531,0.9686,0.18772,-1.9122,0.40941,0
-3.0393,0.95836,0.1753,-1.8909,0.37254,0
-3.0193,0.9494,0.17484,-1.8689,0.36718,0
-2.9917,0.94728,0.19667,-1.8504,0.42071,0
-3.0189,0.959,0.19746,-1.8809,0.43081,0
-3.0292,0.95854,0.18664,-1.8859,0.40168,0
-3.0056,0.94812,0.18593,-1.8597,0.39395,0
-3.0642,0.96512,0.16355,-1.9122,0.34587,0
-3.0686,0.96323,0.15048,-1.9114,0.31383,0
-3.0118,0.93746,0.15296,-1.8512,0.31049,0
-3.0157,0.94352,0.16417,-1.8601,0.33884,0
-3.0398,0.95443,0.16367,-1.8861,0.34235,0
-3.04,0.95044,0.15148,-1.8813,0.31216,0
-0.47353,2.0766,0.268,-0.2221,1.2347,0
-0.41946,2.0751,0.23167,-0.19809,1.2515,0
-0.47962,1.9731,0.21598,-0.23743,1.338,0
-0.53184,1.9739,0.24688,-0.26158,1.3183,0
-0.49323,2.0397,0.26142,-0.23526,1.2625,0
-0.43982,2.0383,0.22706,-0.21121,1.2804,0
-0.45986,2.0044,0.22181,-0.22432,1.3092,0
-0.51265,2.0055,0.25436,-0.24842,1.2904,0
-2.1556,1.0071,0.66543,-1.0776,0.76782,0
-2.1592,0.9828,0.69128,-1.0622,0.73999,0
-2.125,0.99211,0.73566,-1.0247,0.73607,0
-2.0848,1.0303,0.75087,-1.0025,0.75998,0
-2.0768,1.0745,0.69012,-1.0327,0.81532,0
-2.1167,1.0401,0.67891,-1.0551,0.79157,0
-2.1203,1.0174,0.70683,-1.0399,0.76382,0
-2.0802,1.0537,0.71992,-1.0176,0.78765,0
-1.2334,1.7596,0.68354,-0.57092,1.0764,0
-1.2471,1.7673,0.72762,-0.56708,1.0474,0
-1.0687,1.8859,0.64498,-0.48512,1.0889,0
-1.0608,1.8665,0.60433,-0.49066,1.1182,0
-1.1189,1.833,0.63304,-0.51741,1.1042,0
-1.1765,1.7972,0.65951,-0.54417,1.0903,0
-1.1883,1.8089,0.70291,-0.53976,1.0612,0
-1.1288,1.8485,0.67527,-0.51244,1.0751,0
-2.7481,1.0283,0.27353,-1.7808,1.0855,0
-2.7642,1.0238,0.27613,-1.7891,1.0581,0
-2.7519,1.0214,0.28326,-1.7672,1.0219,0
-2.7234,1.0232,0.28891,-1.7369,1.0131,0
-2.6889,1.0347,0.28501,-1.7188,1.0683,0
-2.7185,1.0316,0.27896,-1.7498,1.0769,0
-2.7352,1.0264,0.28136,-1.7585,1.0494,0
-2.7062,1.0289,0.28723,-1.7278,1.0407,0
-2.8021,0.76179,0.040738,-1.5757,0.058502,0
-2.7996,0.75731,0.02056,-1.5712,0.029251,0
-2.7752,0.73378,0.021313,-1.5385,0.028849,0
-2.7781,0.73901,0.042171,-1.5437,0.057698,0
-1.2039,1.6147,0.27099,-0.66755,1.5033,0
-1.1641,1.6267,0.25475,-0.64636,1.5242,0
-1.2163,1.5922,0.21107,-0.68973,1.5996,0
-1.2535,1.5808,0.22479,-0.71039,1.5796,0
-1.2747,1.5794,0.25435,-0.71695,1.5338,0
-1.2592,1.5904,0.27056,-0.70285,1.5081,0
-1.2202,1.6028,0.25525,-0.68183,1.5287,0
-1.1813,1.6146,0.23994,-0.66082,1.5493,0
-1.1987,1.6031,0.22538,-0.67528,1.5744,0
-1.2367,1.5915,0.23987,-0.69611,1.5541,0
-0.37688,2.1937,0.25155,-0.16868,1.1684,0
-0.43472,2.1825,0.29045,-0.19437,1.1623,0
-0.54019,2.1943,0.38205,-0.23662,1.1237,0
-0.59016,2.2188,0.44145,-0.25319,1.0911,0
-0.38084,2.2912,0.29097,-0.16288,1.1057,0
-0.34903,2.2452,0.24889,-0.15294,1.1401,0
-0.41296,2.2318,0.29429,-0.18083,1.1346,0
-0.47672,2.2148,0.3388,-0.20873,1.1291,0
-0.52089,2.2473,0.39339,-0.22309,1.0959,0
-0.45107,2.2715,0.34308,-0.19298,1.1008,0
-2.6216,1.0741,0.1925,-1.7433,1.4511,0
-2.6446,1.0671,0.19989,-1.7595,1.4222,0
-2.5683,1.0884,0.20501,-1.6893,1.4251,0
-2.595,1.0813,0.19861,-1.7163,1.4381,0
-2.6176,1.0742,0.20553,-1.732,1.4105,0
-2.5904,1.0812,0.21148,-1.7046,1.3988,0
-0.84764,1.6734,0.059067,-0.48504,1.8572,0
-0.90343,1.6583,0.058471,-0.51878,1.8642,0
-0.92271,1.6561,0.073497,-0.52914,1.8323,0
-0.86528,1.6722,0.073666,-0.49431,1.8252,0
-1.0841,1.6656,0.26492,-0.59362,1.498,0
-1.1041,1.6514,0.25168,-0.6094,1.5215,0
-1.1686,1.6419,0.30348,-0.63687,1.4523,0
-1.1262,1.6543,0.28411,-0.61525,1.4751,0
-1.1451,1.6401,0.26931,-0.63081,1.4997,0
-1.1861,1.6279,0.28703,-0.65221,1.4778,0
-2.6567,1.0646,0.13555,-1.8019,1.6191,0
-2.6287,1.0734,0.13905,-1.7748,1.6119,0
-2.5885,1.0862,0.11811,-1.7453,1.6765,0
-2.6266,1.0739,0.11503,-1.7811,1.6816,0
-2.6415,1.0692,0.1254,-1.7915,1.6504,0
-2.6085,1.0797,0.12871,-1.7601,1.6442,0
-2.2351,0.92176,0.64951,-1.1102,0.69501,0
-2.1978,0.95109,0.67127,-1.0862,0.7175,0
-2.1937,0.97737,0.64783,-1.1014,0.74597,0
-2.2306,0.94965,0.62864,-1.1253,0.72412,0
-2.6718,0.60506,0.038494,-1.3851,0.039708,0
-2.6605,0.59517,0.078868,-1.3702,0.079416,0
-2.6624,0.61593,0.12342,-1.3816,0.12851,0
-2.6778,0.6419,0.12555,-1.4079,0.1379,0
-2.6866,0.6439,0.099582,-1.4168,0.11045,0
-2.6948,0.64728,0.074003,-1.4258,0.083006,0
-2.6832,0.62631,0.057025,-1.4054,0.061357,0
-2.6733,0.62001,0.08978,-1.3935,0.094934,0
-2.9924,0.99999,0.27238,-1.9704,0.89225,0
-2.9649,0.99969,0.2733,-1.9407,0.8845,0
-2.9738,1.0014,0.27094,-1.9694,0.95741,0
-2.9831,1.0007,0.27202,-1.9699,0.92483,0
-2.9553,1.001,0.27313,-1.9398,0.91633,0
-2.9457,1.0023,0.27226,-1.9389,0.94815,0
-0.49988,1.7385,0.014992,-0.28327,1.9443,0
-0.51409,1.7352,0.0076762,-0.29163,1.9722,0
-0.61555,1.7176,0.0089307,-0.3504,1.9722,0
-0.58792,1.7236,0.017196,-0.33413,1.9445,0
-0.54399,1.7313,0.016118,-0.3087,1.9444,0
-0.56495,1.7268,0.0083185,-0.32102,1.9722,0
-3.1391,0.98547,0.096403,-1.9689,0.19591,0
-3.1091,0.97077,0.095002,-1.9378,0.19182,0
-3.1004,0.97453,0.13833,-1.9404,0.28787,0
-3.1288,0.98738,0.14024,-1.9702,0.29393,0
-3.1327,0.9867,0.12611,-1.9698,0.26126,0
-3.1361,0.98606,0.11148,-1.9693,0.22858,0
-3.1067,0.97194,0.10989,-1.9387,0.22384,0
-3.1038,0.97319,0.12435,-1.9396,0.25585,0
-2.6296,1.0717,0.011339,-1.8009,1.9691,0
-2.6311,1.0713,0.022663,-1.8018,1.9381,0
-2.5573,1.0964,0.011314,-1.7342,1.9697,0
-2.5936,1.084,0.011319,-1.7676,1.9694,0
-2.5951,1.0835,0.022623,-1.7685,1.9388,0
-2.5587,1.0959,0.02261,-1.7351,1.9394,0
-2.2579,1.1988,0.036603,-1.472,1.9121,0
-2.2184,1.2125,0.037526,-1.4392,1.9113,0
-2.2549,1.2,0.02443,-1.4702,1.9414,0
-2.2151,1.2138,0.025044,-1.4372,1.9409,0
-2.2122,1.2149,0.012535,-1.4353,1.9704,0
-2.2522,1.201,0.012225,-1.4684,1.9707,0
-2.5282,0.092802,0.21912,-1.0257,0.096095,0
-2.5324,0.15621,0.19705,-1.0563,0.094174,0
-2.5439,0.21052,0.11792,-1.0912,0.061501,0
-2.5476,0.21155,0.058596,-1.0956,0.030751,0
-2.5417,0.14816,0.065342,-1.0636,0.031407,0
-2.538,0.078694,0.073065,-1.0315,0.032063,0
-2.5343,0.083129,0.14622,-1.029,0.064103,0
-2.5382,0.14964,0.13114,-1.0601,0.062802,0
-0.06866,2.3821,0.055785,-0.028805,1.094,0
-0.13786,2.3864,0.11308,-0.057609,1.088,0
-0.22208,2.4417,0.19502,-0.090282,1.053,0
-0.23766,2.5023,0.22213,-0.09415,1.0241,0
-0.073694,2.4456,0.064085,-0.03011,1.0625,0
-0.14777,2.4463,0.12926,-0.060207,1.0579,0
-0.15836,2.5117,0.14796,-0.062805,1.0279,0
-0.079098,2.5155,0.073753,-0.031414,1.031,0
-0.80295,1.715,0.13564,-0.4481,1.6735,0
-0.73415,1.7334,0.1271,-0.40821,1.6736,0
-0.77773,1.7068,0.10194,-0.43824,1.744,0
-0.79004,1.7106,0.11838,-0.44317,1.7087,0
-0.72487,1.7277,0.11205,-0.40513,1.7066,0
-0.7161,1.7228,0.097658,-0.40204,1.7396,0
-0.83179,1.7235,0.16996,-0.45919,1.6094,0
-0.85129,1.7091,0.15663,-0.47359,1.6414,0
-0.91733,1.6866,0.15919,-0.51338,1.651,0
-0.96377,1.6768,0.17555,-0.53878,1.6287,0
-0.98644,1.6799,0.20268,-0.54721,1.5836,0
-0.96257,1.6943,0.21293,-0.53026,1.5609,0
-0.91898,1.7048,0.19845,-0.50657,1.577,0
-0.87538,1.7146,0.18411,-0.48288,1.5932,0
-0.89628,1.7001,0.17167,-0.49813,1.6221,0
-0.94134,1.6904,0.18704,-0.52267,1.6029,0
-2.7435,1.0372,0.24843,-1.8086,1.2126,0
-2.712,1.043,0.25329,-1.7763,1.2044,0
-2.6795,1.0529,0.24281,-1.7585,1.2606,0
-2.7104,1.0464,0.23794,-1.7898,1.2684,0
-2.7269,1.0417,0.24338,-1.7992,1.2405,0
-2.6957,1.0479,0.24826,-1.7674,1.2325,0
-2.6155,0.68447,0.28747,-1.3714,0.32155,0
-2.5975,0.65846,0.29868,-1.3413,0.31399,0
-2.5675,0.64411,0.33656,-1.3052,0.33454,0
-2.5538,0.65908,0.36115,-1.2992,0.36267,0
-2.5883,0.71034,0.33388,-1.3589,0.38107,0
-2.6023,0.69672,0.31124,-1.3651,0.35131,0
-2.5845,0.67127,0.32339,-1.3352,0.34293,0
